homologene_fam_id	species_1	species_2	entrez_1	symbol_1	protein_gi_1	protein_acc_1	entrez_2	symbol_2	protein_gi_2	protein_acc_2
9417	9606	10090	23671	TMEFF2	12383051	NP_057276.2	56363	Tmeff2	9790267	NP_062764.1
9418	9606	10090	9585	KIF20B	46049114	NP_057279.2	240641	Kif20b	133505571	NP_898867.1
9419	9606	10090	51691	LSM8	7706425	NP_057284.1	76522	Lsm8	19527156	NP_598700.1
9420	9606	10090	51421	AMOTL2	32484977	NP_057285.3	56332	Amotl2	119120838	NP_062738.2
9423	9606	10090	56034	PDGFC	9994187	NP_057289.1	54635	Pdgfc	10242385	NP_064355.1
9424	9606	10090	51693	TRAPPC2L	7706429	NP_057293.1	59005	Trappc2l	10946914	NP_067477.1
9425	9606	10090	51161	C3orf18	284519714	NP_001165211.1	235599	6430571L13Rik	28202049	NP_780695.1
9426	9606	10090	9325	TRIP4	32189376	NP_057297.2	56404	Trip4	71773829	NP_062771.2
9427	9606	10090	51162	EGFL7	41393583	NP_958854.1	353156	Egfl7	257096020	NP_001158036.1
9428	9606	10090	51163	DBR1	56549113	NP_057300.2	83703	Dbr1	50399860	NP_113580.2
9430	9606	10090	51164	DCTN4	7705893	NP_057305.1	67665	Dctn4	13385798	NP_080578.1
9431	9606	10090	51428	DDX41	21071032	NP_057306.2	72935	Ddx41	270047502	NP_598820.2
9433	9606	10090	51699	VPS29	531990854	NP_001269079.1	56433	Vps29	9790285	NP_062754.1
9435	9606	10090	51704	GPRC5B	7706451	NP_057319.1	64297	Gprc5b	23956118	NP_071865.1
9437	9606	10090	51435	SCARA3	33598924	NP_057324.2	219151	Scara3	27369868	NP_766192.1
9438	9606	10090	51705	EMCN	20070284	NP_057326.2	59308	Emcn	254588122	NP_001156994.1
9439	9606	10090	50939	IMPG2	57242793	NP_057331.2	224224	Impg2	46519171	NP_777365.2
9441	9606	10090	51440	HPCAL4	538918345	NP_001269325.1	170638	Hpcal4	27923929	NP_778163.1
9443	9606	10090	51174	TUBD1	50592998	NP_057345.2	56427	Tubd1	312261242	NP_001185976.1
9444	9606	10090	51343	FZR1	33620742	NP_057347.2	56371	Fzr1	9789959	NP_062731.1
9445	9606	10090	51442	VGLL1	7706741	NP_057351.1	170828	Vgll1	18875430	NP_573514.1
9446	9606	10090	51444	RNF138	21361539	NP_057355.2	56515	Rnf138	46488941	NP_997506.1
9447	9606	10090	10766	TOB2	7706739	NP_057356.1	57259	Tob2	10048440	NP_065253.1
9448	9606	10090	51177	PLEKHO1	20149626	NP_057358.2	67220	Plekho1	12963637	NP_075809.1
9450	9606	10090	1007	CDH9	90193626	NP_057363.3	12565	Cdh9	169234947	NP_033999.1
9453	9606	10090	23019	CNOT1	42716275	NP_057368.3	234594	Cnot1	189458844	NP_835179.1
9455	9606	10090	51720	UIMC1	313151226	NP_001186227.1	20184	Uimc1	45597445	NP_035437.1
9457	9606	10090	10131	TRAP1	155722983	NP_057376.2	68015	Trap1	13385998	NP_080784.1
9458	9606	10090	51449	PCYOX1	166795301	NP_057381.3	66881	Pcyox1	13385294	NP_080099.1
9459	9606	10090	51725	FBXO40	156546888	NP_057382.2	207215	Fbxo40	82617544	NP_001032398.1
9461	9606	10090	51185	CRBN	291045198	NP_001166953.1	58799	Crbn	90403612	NP_067424.2
9462	9606	10090	51187	RSL24D1	10047102	NP_057388.1	225215	Rsl24d1	38348464	NP_941011.1
9464	9606	10090	51726	DNAJB11	7706495	NP_057390.1	67838	Dnajb11	299890782	NP_001177733.1
9467	9606	10090	51454	GULP1	7705318	NP_057399.1	70676	Gulp1	164518895	NP_082726.2
9469	9606	10090	57127	RHBG	224548945	NP_065140.3	58176	Rhbg	31981136	NP_067350.2
9471	9606	10090	51733	UPB1	7706509	NP_057411.1	103149	Upb1	19527212	NP_598756.1
9472	9606	10090	51460	SFMBT1	53692193	NP_057413.2	54650	Sfmbt1	262118312	NP_001160003.1
9473	9606	10090	51193	ZNF639	7705935	NP_057415.1	67778	Zfp639	21362299	NP_653102.1
9475	9606	10090	653519	GPR89A	148228819	NP_001091081.1	67549	Gpr89	21312914	NP_080505.1
9478	9606	10090	51196	PLCE1	117168250	NP_057425.3	74055	Plce1	134053943	NP_062534.2
9479	9606	10090	9027	NAT8	117190517	NP_003951.3	68396	Nat8	12963681	NP_075944.1
9482	9606	10090	28231	SLCO4A1	39777594	NP_057438.3	108115	Slco4a1	22507335	NP_683735.1
9483	9606	10090	51473	DCDC2	117938307	NP_057440.2	195208	Dcdc2a	167830442	NP_808245.2
9484	9606	10090	51474	LIMA1	7705373	NP_057441.1	65970	Lima1	165905585	NP_001107017.1
9485	9606	10090	50805	IRX4	520975443	NP_001265562.1	50916	Irx4	9256547	NP_061373.1
9487	9606	10090	51738	GHRL	7706519	NP_057446.1	58991	Ghrl	19224664	NP_067463.2
9488	9606	10090	51206	GP6	563580294	NP_001242946.2	243816	Gp6	244793038	NP_001156486.1
9489	9606	10090	51208	CLDN18	50345279	NP_001002026.1	56492	Cldn18	302699188	NP_001181850.1
9491	9606	10090	51479	ANKFY1	110815813	NP_057460.3	11736	Ankfy1	85702366	NP_033801.4
9493	9606	10090	51744	CD244	262263435	NP_001160135.1	18106	Cd244	122114646	NP_061199.2
9494	9606	10090	51495	PTPLAD1	117168248	NP_057479.2	57874	Ptplad1	171184435	NP_067320.2
9496	9606	10090	51497	NELFCD	399788586	NP_945327.2	57314	Nelfcd	91982765	NP_065605.2
9498	9606	10090	25764	HYPK	27734984	NP_057484.3	67693	Hypk	27229055	NP_080594.2
9499	9606	10090	51503	CWC15	116812573	NP_057487.2	66070	Cwc15	12963537	NP_075642.1
9500	9606	10090	51506	UFC1	156416000	NP_057490.2	66155	Ufc1	13384768	NP_079664.1
9501	9606	10090	51507	RTFDC1	193788722	NP_057491.2	66404	Rtfdc1	30794468	NP_079818.1
9502	9606	10090	51654	CDK5RAP1	28872782	NP_057492.2	66971	Cdk5rap1	13385358	NP_080152.1
9503	9606	10090	50862	RNF141	21361493	NP_057506.2	67150	Rnf141	84781808	NP_080275.2
9504	9606	10090	51222	ZNF219	156415996	NP_057507.2	69890	Zfp219	358679305	NP_001240623.1
9505	9606	10090	51225	ABI3	7705981	NP_057512.1	66610	Abi3	21313408	NP_079935.1
9507	9606	10090	51230	PHF20	18034775	NP_057520.2	228829	Phf20	124487307	NP_766262.2
9508	9606	10090	51751	HIGD1B	7706543	NP_057522.1	75689	Higd1b	18252786	NP_543122.1
9509	9606	10090	51231	VRK3	71164886	NP_057524.3	101568	Vrk3	19527166	NP_598706.1
9510	9606	10090	51232	CRIM1	10092639	NP_057525.1	50766	Crim1	71895029	NP_056615.1
9512	9606	10090	64398	MPP5	38570142	NP_071919.2	56217	Mpp5	9625023	NP_062525.1
9514	9606	10090	51517	NCKIPSD	7705266	NP_057537.1	80987	Nckipsd	49258190	NP_109654.2
9515	9606	10090	252839	TMEM9	568384757	NP_001275499.1	66241	Tmem9	236466706	NP_001153617.1
9516	9606	10090	25865	PRKD2	19923468	NP_057541.2	101540	Prkd2	356995870	NP_001239387.1
9517	9606	10090	51523	CXXC5	158261990	NP_057547.5	67393	Cxxc5	19526854	NP_598448.1
9518	9606	10090	51524	TMEM138	7705505	NP_057548.1	72982	Tmem138	21624623	NP_082687.1
9519	9606	10090	51239	ANKRD39	156142184	NP_057550.3	109346	Ankrd39	58037099	NP_080517.1
9520	9606	10090	51241	COX16	7706011	NP_057552.1	66272	Cox16	13384872	NP_079737.1
9521	9606	10090	51526	OSER1	18129646	NP_057554.4	66680	Oser1	31981223	NP_079975.2
9522	9606	10090	51527	GSKIP	62000633	NP_057556.2	66787	Gskip	115292450	NP_848728.2
9523	9606	10090	51244	CCDC174	108773808	NP_057558.3	232236	Ccdc174	147899958	NP_766318.2
9524	9606	10090	51528	JKAMP	545746333	NP_001271130.1	104771	Jkamp	21312774	NP_077167.1
9530	9606	10090	51248	PDZD11	7706025	NP_057568.1	72621	Pdzd11	21312244	NP_082579.1
9531	9606	10090	51249	TMEM69	118918409	NP_057570.2	230657	Tmem69	161621250	NP_808338.2
9533	9606	10090	51535	PPHLN1	41872368	NP_958923.1	223828	Pphln1	133778935	NP_666174.2
9534	9606	10090	51251	NT5C3A	70608082	NP_001002010.1	107569	Nt5c3	172072627	NP_080280.3
9536	9606	10090	51253	MRPL37	22547134	NP_057575.2	56280	Mrpl37	22128625	NP_079776.1
9537	9606	10090	51255	RNF181	7706039	NP_057578.1	66510	Rnf181	47059206	NP_079883.3
9538	9606	10090	51256	TBC1D7	221139904	NP_001137436.1	67046	Tbc1d7	358001071	NP_001239568.1
9539	9606	10090	51257	MARCH2	53729330	NP_057580.3	224703	March2	357197171	NP_001239409.1
9541	9606	10090	51259	TMEM216	291219934	NP_001167462.1	68642	Tmem216	482661623	NP_001264789.1
9542	9606	10090	51260	PBDC1	32306539	NP_057584.2	67683	Pbdc1	13385810	NP_080588.1
9543	9606	10090	51264	MRPL27	7706057	NP_057588.1	94064	Mrpl27	16716447	NP_444391.1
9548	9606	10090	51540	SCLY	323668300	NP_057594.4	50880	Scly	27804323	NP_057926.2
9549	9606	10090	51267	CLEC1A	37577103	NP_057595.2	243653	Clec1a	225543519	NP_780735.2
9551	9606	10090	51759	C9orf78	7706557	NP_057604.1	227707	BC005624	21450249	NP_659134.1
9553	9606	10090	51760	SYT17	40068038	NP_057608.2	110058	Syt17	20149722	NP_619590.1
9554	9606	10090	51271	UBAP1	283945562	NP_001164674.1	67123	Ubap1	145966828	NP_075794.3
9555	9606	10090	4815	NINJ2	39725946	NP_057617.2	29862	Ninj2	7710070	NP_057927.1
9558	9606	10090	51277	DNAJC27	23821015	NP_057628.1	217378	Dnajc27	70887607	NP_694722.2
9559	9606	10090	51279	C1RL	289547636	NP_057630.2	232371	C1rl	269973899	NP_851989.3
9560	9606	10090	51768	TM7SF3	7706575	NP_057635.1	67623	Tm7sf3	119964708	NP_080557.2
9561	9606	10090	51281	ANKMY1	544346271	NP_001269700.1	241158	Ankmy1	237757339	NP_766438.2
9562	9606	10090	51555	PEX5L	377520115	NP_001243679.1	58869	Pex5l	254588036	NP_067458.2
9563	9606	10090	51283	BFAR	7706091	NP_057645.1	67118	Bfar	21313130	NP_080252.1
9565	9606	10090	51285	RASL12	7706095	NP_057647.1	70784	Rasl12	251823865	NP_001028330.2
9567	9606	10090	51287	COA4	46198304	NP_057649.2	68185	Coa4	34304060	NP_899093.1
9568	9606	10090	51289	RXFP3	7706103	NP_057652.1	239336	Rxfp3	30520143	NP_848832.1
9569	9606	10090	51557	LGSN	221307485	NP_057655.2	266744	Lgsn	23956410	NP_705829.1
9570	9606	10090	51291	GMIP	91208437	NP_057657.2	78816	Gmip	37674214	NP_932769.1
9571	9606	10090	51559	NT5DC3	72534692	NP_001026871.1	103466	Nt5dc3	111494223	NP_780540.2
9573	9606	10090	51293	CD320	7706111	NP_057663.1	54219	Cd320	88853588	NP_062294.3
9574	9606	10090	51294	PCDH12	7706113	NP_057664.1	53601	Pcdh12	120444908	NP_059074.2
9576	9606	10090	51562	MBIP	222080053	NP_057670.2	217588	Mbip	21703882	NP_663417.1
9577	9606	10090	51299	NRN1	525314165	NP_001265639.1	68404	Nrn1	23956286	NP_705757.1
9578	9606	10090	51300	TIMMDC1	59710109	NP_057673.2	76916	Timmdc1	225543444	NP_077235.2
9580	9606	10090	51302	CYP39A1	32313587	NP_057677.2	56050	Cyp39a1	9256529	NP_061375.1
9581	9606	10090	51303	FKBP11	7706131	NP_057678.1	66120	Fkbp11	15277331	NP_077131.2
9582	9606	10090	51304	ZDHHC3	206597477	NP_001128651.1	69035	Zdhhc3	27754040	NP_081193.2
9583	9606	10090	51778	MYOZ2	7706595	NP_057683.1	59006	Myoz2	10946916	NP_067478.1
9585	9606	10090	51306	FAM13B	156142188	NP_057687.2	225358	Fam13b	22122579	NP_666196.1
9586	9606	10090	51307	FAM53C	208431810	NP_001129119.1	66306	Fam53c	30424703	NP_780313.1
9588	9606	10090	51566	ARMCX3	29540566	NP_808817.1	71703	Armcx3	261862275	NP_082146.2
9589	9606	10090	51309	ARMCX1	7706143	NP_057692.1	78248	Armcx1	261824005	NP_001159850.1
9590	9606	10090	51313	FAM198B	190358490	NP_001026870.2	68659	Fam198b	134032028	NP_573450.2
9591	9606	10090	51567	TDP2	23510348	NP_057698.2	56196	Tdp2	9507213	NP_062424.1
9592	9606	10090	6540	SLC6A13	21361581	NP_057699.2	14412	Slc6a13	21362295	NP_653095.1
9593	9606	10090	51314	NME8	148839372	NP_057700.3	73412	Nme8	167000069	NP_853622.2
9594	9606	10090	51569	UFM1	7705300	NP_057701.1	67890	Ufm1	13385932	NP_080711.1
9595	9606	10090	51315	KRCC1	7706156	NP_057702.1	57896	Krcc1	21704142	NP_663543.1
9597	9606	10090	51317	PHF21A	156546894	NP_001095272.1	192285	Phf21a	157841176	NP_001103160.1
9598	9606	10090	51318	MRPL35	22035592	NP_057706.2	66223	Mrpl35	13384830	NP_079706.1
9599	9606	10090	51571	FAM49B	377520143	NP_001243692.1	223601	Fam49b	21450053	NP_659095.1
9601	9606	10090	51320	MEX3C	148229134	NP_057710.3	240396	Mex3c	158508713	NP_001034303.3
9602	9606	10090	51321	AMZ2	75812968	NP_001028741.1	13929	Amz2	356582245	NP_001239122.1
9603	9606	10090	51324	SPG21	189217845	NP_001121361.1	27965	Spg21	20070390	NP_613050.1
9604	9606	10090	94104	PAXBP1	22035565	NP_057715.2	67367	Paxbp1	226437608	NP_080386.3
9605	9606	10090	51327	AHSP	7706180	NP_057717.1				
9606	9606	10090	51329	ARL6IP4	507834119	NP_061164.3	65105	Arl6ip4	21362283	NP_653092.1
9607	9606	10090	10884	MRPS30	58331150	NP_057724.2	59054	Mrps30	29789128	NP_067531.1
9613	9606	10090	51339	DACT1	24158478	NP_057735.2	59036	Dact1	299758491	NP_001177395.1
9617	9606	10090	84258	SYT3	14150054	NP_115674.1	20981	Syt3	166295175	NP_057872.3
9618	9606	10090	6641	SNTB1	11321640	NP_066301.1	20649	Sntb1	7710096	NP_057876.1
9619	9606	10090	1271	CNTFR	22212918	NP_671693.1	12804	Cntfr	209862919	NP_001129528.1
9620	9606	10090	9076	CLDN1	10863887	NP_066924.1	12737	Cldn1	7710002	NP_057883.1
9621	9606	10090	9075	CLDN2	9966781	NP_065117.1	12738	Cldn2	7710004	NP_057884.1
9622	9606	10090	8434	RECK	11863156	NP_066934.1	53614	Reck	172072643	NP_057887.2
9624	9606	10090	3619	INCENP	102467235	NP_001035784.1	16319	Incenp	153792192	NP_057901.2
9630	9606	10090	165530	CLEC4F	47778940	NP_775806.2	51811	Clec4f	31560464	NP_058031.2
9631	9606	10090	80331	DNAJC5	45504382	NP_079495.1	13002	Dnajc5	7949027	NP_058055.1
9632	9606	10090	666	BOK	14210524	NP_115904.1	51800	Bok	7949082	NP_058058.1
9633	9606	10090	7593	MZF1	37622345	NP_003413.2	109889	Mzf1	227908793	NP_665818.2
9635	9606	10090	54971	BANP	291084801	NP_001167013.1	53325	Banp	124248564	NP_058092.2
9640	9606	10090	5937	RBMS1	8400718	NP_058520.1	56878	Rbms1	213513165	NP_064692.2
9641	9606	10090	84519	ACRBP	17999524	NP_115878.2	54137	Acrbp	188035922	NP_058541.2
9642	9606	10090	83452	RAB33B	13786129	NP_112586.1	19338	Rab33b	8394133	NP_058554.1
9643	9606	10090	9124	PDLIM1	13994151	NP_066272.1	54132	Pdlim1	158635992	NP_058557.2
9646	9606	10090	64344	HIF3A	23065535	NP_690007.1	53417	Hif3a	251823727	NP_001156422.1
9647	9606	10090	10522	DEAF1	38016945	NP_066288.2	54006	Deaf1	8393248	NP_058570.1
9649	9606	10090	1366	CLDN7	297206811	NP_001171951.1	53624	Cldn7	302318906	NP_001180548.1
9650	9606	10090	2530	FUT8	30410728	NP_835369.1	53618	Fut8	357933610	NP_001239543.1
9651	9606	10090	100287932	TIMM23	5454122	NP_006318.1	53600	Timm23	254675168	NP_058593.2
9653	9606	10090	6692	SPINT1	32313599	NP_857593.1	20732	Spint1	34328234	NP_058603.2
9654	9606	10090	10069	RWDD2B	8393018	NP_058636.1	53858	Rwdd2b	119360352	NP_058620.2
9655	9606	10090	53407	STX18	8394376	NP_058626.1	71116	Stx18	77736535	NP_081235.2
9656	9606	10090	29855	UBN1	118572603	NP_001072982.1	170644	Ubn1	71534247	NP_080942.1
9660	9606	10090	50833	TAS2R16	8394395	NP_058641.1	387347	Tas2r118	46309593	NP_996905.1
9661	9606	10090	50855	PARD6A	8394417	NP_058644.1	56513	Pard6a	114145495	NP_062669.2
9662	9606	10090	50859	SPOCK3	93141001	NP_058646.2	72902	Spock3	357933626	NP_001239549.1
9663	9606	10090	51192	CKLF	8393581	NP_058647.1	75458	Cklf	21312956	NP_083571.1
9666	9606	10090	50945	TBX22	158187509	NP_001103348.1	245572	Tbx22	274323360	NP_851836.2
9667	9606	10090	116448	OLIG1	237757328	NP_620450.2	50914	Olig1	59858559	NP_058664.2
9668	9606	10090	91663	MYADM	66932923	NP_001018654.1	50918	Myadm	148271071	NP_001087235.1
9669	9606	10090	50616	IL22	10092625	NP_065386.1	50929	Il22	8393605	NP_058667.1
9670	9606	10090	2700	GJA3	22779877	NP_068773.2	14611	Gja3	410110910	NP_001258552.1
9672	9606	10090	5817	PVR	209413726	NP_006496.3				
9675	9606	10090	8473	OGT	32307148	NP_858058.1	108155	Ogt	46909607	NP_631883.2
9679	9606	10090	54148	MRPL39	27886570	NP_542984.2	27393	Mrpl39	364023817	NP_059100.3
9680	9606	10090	3226	HOXC10	24497533	NP_059105.2	209448	Hoxc10	326937445	NP_034592.2
9681	9606	10090	26280	IL1RAPL2	11225607	NP_059112.1	60367	Il1rapl2	13507616	NP_109613.1
9683	9606	10090	51805	COQ3	118600965	NP_059117.3	230027	Coq3	27369992	NP_766275.1
9685	9606	10090	51809	GALNT7	157502212	NP_059119.2	108150	Galnt7	269784709	NP_001161453.1
9687	9606	10090	53635	PTOV1	33695090	NP_059128.2	84113	Ptov1	20149318	NP_598710.1
9689	9606	10090	50506	DUOX2	132566532	NP_054799.4	214593	Duox2	125628640	NP_808278.2
9690	9606	10090	53947	A4GALT	8392830	NP_059132.1	239559	A4galt	51921295	NP_001004150.1
9692	9606	10090	56890	MDM1	182515228	NP_059136.2	17245	Mdm1	251823814	NP_001156376.1
9694	9606	10090	54107	POLE3	224586804	NP_059139.3	59001	Pole3	31981174	NP_067473.2
9696	9606	10090	54149	C21orf91	154426331	NP_001093890.1	67102	D16Ertd472e	356995930	NP_001239367.1
9697	9606	10090	10458	BAIAP2	9257199	NP_059345.1	108100	Baiap2	262231776	NP_001032844.2
9698	9606	10090	10117	ENAM	189491628	NP_114095.2	13801	Enam	8567350	NP_059496.1
9700	9606	10090	50613	UBQLN3	8567418	NP_059509.1	244178	Ubqln3	38348486	NP_941025.1
9703	9606	10090	55556	ENOSF1	42544119	NP_059982.2				
9706	9606	10090	54738	FEV	8923789	NP_059991.1	260298	Fev	23346545	NP_694751.1
9711	9606	10090	55571	CNOT11	188497630	NP_060016.3	52846	Cnot11	26553441	NP_082319.1
9712	9606	10090	55572	FOXRED1	8923708	NP_060017.1	235169	Foxred1	26986605	NP_758495.1
9714	9606	10090	54749	EPDR1	345110632	NP_060019.2	105298	Epdr1	282165729	NP_598826.3
9716	9606	10090	54752	FNDC8	8922138	NP_060029.1	78919	Fndc8	113931164	NP_084500.1
9717	9606	10090	54756	IL17RD	166063983	NP_060033.3	171463	Il17rd	24025662	NP_602319.1
9719	9606	10090	54757	FAM20A	241896898	NP_060035.2	208659	Fam20a	24418883	NP_722477.1
9720	9606	10090	55577	NAGK	295844834	NP_060037.3	56174	Nagk	9506739	NP_062415.1
9726	9606	10090	54762	GRAMD1C	187936935	NP_060047.3				
9728	9606	10090	54764	ZRANB1	110815809	NP_060050.2	360216	Zranb1	46409652	NP_997185.1
9729	9606	10090	55584	CHRNA9	70995130	NP_060051.2	231252	Chrna9	124487391	NP_001074573.1
9730	9606	10090	55585	UBE2Q1	31543906	NP_060052.3	70093	Ube2q1	170172548	NP_081591.3
9731	9606	10090	54765	TRIM44	21361639	NP_060053.2	80985	Trim44	68989254	NP_064663.2
9732	9606	10090	55586	MIOX	33667030	NP_060054.4	56727	Miox	45504405	NP_064361.2
9734	9606	10090	54766	BTG4	8923958	NP_060059.1	56057	Btg4	31982714	NP_062366.2
9735	9606	10090	23264	ZC3H7B	27881484	NP_060060.3	20286	Zc3h7b	124486616	NP_001074485.1
9738	9606	10090	28511	NKIRAS2	222136628	NP_001138399.1	71966	Nkiras2	21312616	NP_082300.1
9739	9606	10090	55591	VEZT	155030244	NP_060069.3	215008	Vezt	31542087	NP_766126.2
9741	9606	10090	54778	RNF111	395455085	NP_001257459.1	93836	Rnf111	15809022	NP_291082.1
9745	9606	10090	54780	NSMCE4A	269846904	NP_060085.2	67872	Nsmce4a	242246981	NP_001156327.1
9746	9606	10090	55599	RNPC3	40538732	NP_060089.1	67225	Rnpc3	84662758	NP_001033785.1
9747	9606	10090	54784	ALKBH4	8923019	NP_060091.1	72041	Alkbh4	110625894	NP_082346.1
9749	9606	10090	54788	DNAJB12	194306640	NP_001002762.2	56709	Dnajb12	31982701	NP_064349.2
9752	9606	10090	55602	CDKN2AIP	8923040	NP_060102.1	70925	Cdkn2aip	27369527	NP_765995.1
9754	9606	10090	54793	KCTD9	39753959	NP_060104.2	105440	Kctd9	161333815	NP_001104498.1
9756	9606	10090	54797	MED18	188035867	NP_001120822.1	67219	Med18	21313064	NP_080315.1
9757	9606	10090	55604	LRRC16A	291190781	NP_060110.4	68732	Lrrc16a	154146185	NP_081101.3
9760	9606	10090	54801	HAUS6	31377562	NP_060115.3	230376	Haus6	46559772	NP_775576.2
9761	9606	10090	54805	CNNM2	40068053	NP_060119.3	94219	Cnnm2	156447046	NP_291047.2
9762	9606	10090	54806	AHI1	199559490	NP_001128303.1	52906	Ahi1	171906571	NP_080479.2
9764	9606	10090	54812	AFTPH	50409939	NP_982261.2	216549	Aftph	31088896	NP_852076.1
9765	9606	10090	54814	QPCTL	92110027	NP_060129.2	67369	Qpctl	31560195	NP_080387.2
9766	9606	10090	54815	GATAD2A	164519146	NP_060130.3	234366	Gatad2a	30795222	NP_663571.2
9767	9606	10090	140803	TRPM6	293597572	NP_001170781.1	225997	Trpm6	23510305	NP_700466.1
9768	9606	10090	55608	ANKRD10	70995241	NP_060134.2	102334	Ankrd10	269784664	NP_598732.2
9770	9606	10090	55609	ZNF280C	24308171	NP_060136.1	208968	Zfp280c	262263376	NP_001160121.1
9772	9606	10090					107260	Otub1	19527388	NP_598911.1
9773	9606	10090	55612	FERMT1	116686114	NP_060141.3	241639	Fermt1	124487315	NP_932146.2
9774	9606	10090	54822	TRPM7	148612863	NP_060142.3	58800	Trpm7	256773287	NP_001157797.1
9778	9606	10090	54828	BCAS3	153218631	NP_001092902.1	192197	Bcas3	262231842	NP_619622.3
9781	9606	10090	54836	BSPRY	154354992	NP_060158.2	192120	Bspry	20149730	NP_619594.1
9782	9606	10090	54839	LRRC49	312222716	NP_001185946.1	102747	Lrrc49	225690564	NP_663591.3
9783	9606	10090	54841	BIVM	22095355	NP_060163.2	246229	Bivm	169790932	NP_653141.3
9784	9606	10090	54842	MFSD6	144953907	NP_060164.3	98682	Mfsd6	160707919	NP_598590.2
9785	9606	10090	54845	ESRP1	170763525	NP_001030087.2	207920	Esrp1	165972311	NP_918944.2
9787	9606	10090	54851	ANKRD49	41350198	NP_060174.2	56503	Ankrd49	22165398	NP_062657.2
9788	9606	10090	54852	PAQR5	157389023	NP_060175.3	74090	Paqr5	58037337	NP_083024.1
9789	9606	10090	54853	WDR55	38327642	NP_060176.2	67936	Wdr55	27229061	NP_080740.2
9791	9606	10090	54854	FAM83E	153251792	NP_060178.2	73813	Fam83e	167000146	NP_001028342.2
9792	9606	10090	54857	GDPD2	284055242	NP_001164663.1	71584	Gdpd2	12963749	NP_076097.1
9793	9606	10090	54858	PGPEP1	8923198	NP_060182.1	66522	Pgpep1	12963583	NP_075706.1
9794	9606	10090	54859	ELP6	89145415	NP_001026873.2	72341	Elp6	145587074	NP_001074850.1
9795	9606	10090	55617	TASP1	98991769	NP_060184.2	75812	Tasp1	227496381	NP_001153112.1
9797	9606	10090	54861	SNRK	156105705	NP_060189.3	20623	Snrk	257196125	NP_001158044.1
9798	9606	10090	55620	STAP2	62243769	NP_001013863.1	106766	Stap2	22122357	NP_666046.1
9800	9606	10090	54866	PPP1R14D	8923226	NP_060196.1	72112	Ppp1r14d	16904385	NP_082380.1
9801	9606	10090	54867	TMEM214	134152721	NP_060197.4	68796	Tmem214	31559970	NP_653108.2
9802	9606	10090	54868	TMEM104	157388943	NP_060198.3	320534	Tmem104	85701885	NP_001028565.1
9803	9606	10090	54870	QRICH1	38570097	NP_060200.2	69232	Qrich1	166295183	NP_001107591.1
9804	9606	10090	54873	PALMD	8923243	NP_060204.1	114301	Palmd	89363042	NP_075734.3
9805	9606	10090	54875	CNTLN	110815815	NP_060208.2	338349	Cntln	87299624	NP_780484.2
9806	9606	10090	55624	POMGNT1	210147552	NP_060209.3	68273	Pomgnt1	22267452	NP_080927.1
9808	9606	10090	54877	ZCCHC2	170016069	NP_060212.4	227449	Zcchc2	170016073	NP_001116148.1
9809	9606	10090	54880	BCOR	183396787	NP_001116857.1	71458	Bcor	269995967	NP_083786.2
9813	9606	10090	55627	SMPD4	102467481	NP_060421.2	77626	Smpd4	257196240	NP_084221.2
9815	9606	10090	54886	LPPR1	46877066	NP_997182.1	272031	E130309F12Rik	30520211	NP_848871.1
9816	9606	10090	54887	UHRF1BP1	134152667	NP_060224.3	224648	Uhrf1bp1	124107591	NP_001074238.1
9817	9606	10090	54888	NSUN2	39995082	NP_060225.4	28114	Nsun2	295054316	NP_663329.3
9818	9606	10090	54890	ALKBH5	148539642	NP_060228.3	268420	Alkbh5	31044423	NP_766531.2
9819	9606	10090	54891	INO80D	148539591	NP_060229.3	227195	Ino80d	167830449	NP_001108081.1
9820	9606	10090	54892	NCAPG2	116812586	NP_060230.5	76044	Ncapg2	91208439	NP_598523.3
9821	9606	10090	55629	PNRC2	8923295	NP_060231.1	52830	Pnrc2	13385876	NP_080659.1
9822	9606	10090	54893	MTMR10	124028527	NP_060232.2	233315	Mtmr10	124028523	NP_766330.2
9824	9606	10090	54897	CASZ1	119709834	NP_001073312.1	69743	Casz1	226823370	NP_001152816.1
9825	9606	10090	55631	LRRC40	21361633	NP_060238.3	67144	Lrrc40	31541911	NP_077156.2
9828	9606	10090	54899	PXK	31543452	NP_060241.2	218699	Pxk	254692828	NP_663433.2
9830	9606	10090	54901	CDKAL1	93277076	NP_060244.2	68916	Cdkal1	21617853	NP_653119.1
9831	9606	10090	54902	TTC19	406601114	NP_060245.3	72795	Ttc19	110347537	NP_082636.3
9833	9606	10090	54903	MKS1	89242137	NP_060247.2	380718	Mks1	148747585	NP_001034773.2
9834	9606	10090	55635	DEPDC1	166295188	NP_001107592.1	76131	Depdc1a	285401815	NP_001165563.1
9837	9606	10090	54908	SPDL1	157388975	NP_060255.3	70385	Spdl1	160333332	NP_081687.2
9838	9606	10090	55638	SYBU	153090197	NP_001093220.1	319613	Sybu	552953741	NP_001272769.1
9839	9606	10090	54838	WBP1L	144953882	NP_001077382.1	226178	Wbp1l	295317411	NP_001171283.1
9840	9606	10090	55640	FLVCR2	190341091	NP_060261.2	217721	Mfsd7c	21703892	NP_663422.1
9842	9606	10090	54914	FOCAD	150456451	NP_060264.3	230393	Focad	124487123	NP_001074653.1
9844	9606	10090	54915	YTHDF1	31377750	NP_060268.2	228994	Ythdf1	30424609	NP_776122.1
